inv_id,f_id,year
70,106,2008
70,115,2009
70,113,2010
70,45,2011
70,44,2012
70,146,2013
70,28,2014
70,114,2015
70,109,2016
70,9,2017
70,87,2018
70,149,2019
70,98,2020
70,98,2021
70,6,2022
70,119,2023
70,102,2024
80,16,1997
80,36,1998
80,72,1999
80,26,2000
80,117,2001
80,44,2002
80,129,2003
80,104,2004
80,1,2005
80,147,2006
80,87,2007
80,43,2008
80,115,2009
80,53,2010
80,136,2011
80,84,2012
80,76,2013
80,17,2014
80,25,2015
80,40,2016
80,82,2017
80,88,2018
80,13,2019
80,16,2020
80,149,2021
80,33,2022
80,132,2023
80,145,2024
90,70,1997
90,141,1998
90,114,1999
90,41,2000
90,108,2001
90,16,2002
90,55,2003
90,96,2004
90,96,2005
90,145,2006
90,94,2007
90,41,2008
90,105,2009
90,89,2010
90,16,2011
90,69,2012
90,124,2013
90,111,2014
90,113,2015
90,35,2016
90,142,2017
90,73,2018
90,35,2019
90,7,2020
90,44,2021
90,77,2022
90,54,2023
90,114,2024
100,112,1997
100,81,1998
100,133,1999
100,20,2000
100,137,2001
100,133,2002
100,140,2003
100,88,2004
100,90,2005
100,38,2006
100,12,2007
100,95,2008
100,53,2009
100,11,2010
100,65,2011
100,130,2012
100,84,2013
100,4,2014
100,12,2015
100,33,2016
100,53,2017
100,118,2018
100,123,2019
100,7,2020
100,73,2021
100,53,2022
100,11,2023
100,59,2024
110,76,1997
110,25,1998
110,32,1999
110,90,2000
110,115,2001
110,28,2002
110,53,2003
110,110,2004
110,63,2005
110,58,2006
110,118,2007
110,88,2008
110,50,2009
110,132,2010
110,48,2011
110,57,2012
110,102,2013
110,97,2014
110,135,2015
110,25,2016
110,122,2017
110,34,2018
110,49,2019
110,136,2020
110,117,2021
110,139,2022
110,128,2023
110,132,2024
120,104,1997
120,141,1998
120,19,1999
120,49,2000
120,124,2001
120,21,2002
120,78,2003
120,40,2004
120,14,2005
120,68,2006
120,54,2007
120,147,2008
120,86,2009
120,61,2010
120,122,2011
120,36,2012
120,5,2013
120,139,2014
120,107,2015
120,140,2016
120,46,2017
120,72,2018
120,123,2019
120,83,2020
120,39,2021
120,43,2022
120,28,2023
120,94,2024
130,64,1997
130,55,1998
130,136,1999
130,1,2000
130,117,2001
130,17,2002
130,68,2003
130,88,2004
130,113,2005
130,15,2006
130,68,2007
130,79,2008
130,121,2009
130,35,2010
130,113,2011
130,12,2012
130,27,2013
130,123,2014
130,116,2015
130,110,2016
130,102,2017
130,99,2018
130,75,2019
130,18,2020
130,107,2021
130,79,2022
130,28,2023
130,120,2024
140,124,1997
140,95,1998
140,61,1999
140,150,2000
140,82,2001
140,64,2002
140,52,2003
140,60,2004
140,11,2005
140,37,2006
140,135,2007
140,59,2008
140,118,2009
140,127,2010
140,47,2011
140,65,2012
140,108,2013
140,76,2014
140,111,2015
140,142,2016
140,14,2017
140,58,2018
140,148,2019
140,139,2020
140,141,2021
140,51,2022
140,74,2023
140,44,2024
150,104,1997
150,78,1998
150,141,1999
150,50,2000
150,4,2001
150,16,2002
150,3,2003
150,35,2004
150,3,2005
150,60,2006
150,29,2007
150,32,2008
150,145,2009
150,36,2010
150,55,2011
150,3,2012
150,139,2013
150,27,2014
150,77,2015
150,125,2016
150,7,2017
150,88,2018
150,88,2019
150,77,2020
150,60,2021
150,88,2022
150,69,2023
150,62,2024
160,3,1997
160,62,1998
160,126,1999
160,145,2000
160,75,2001
160,62,2002
160,130,2003
160,46,2004
160,65,2005
160,73,2006
160,26,2007
160,7,2008
160,104,2009
160,1,2010
160,12,2011
160,91,2012
160,141,2013
160,30,2014
160,127,2015
160,131,2016
160,131,2017
160,83,2018
160,125,2019
160,123,2020
160,133,2021
160,22,2022
160,92,2023
160,28,2024
170,48,1997
170,70,1998
170,60,1999
170,31,2000
170,58,2001
170,26,2002
170,9,2003
170,46,2004
170,42,2005
170,63,2006
170,15,2007
170,43,2008
170,15,2009
170,104,2010
170,5,2011
170,123,2012
170,17,2013
170,107,2014
170,50,2015
170,135,2016
170,33,2017
170,103,2018
170,116,2019
170,9,2020
170,33,2021
170,43,2022
170,107,2023
170,119,2024
180,5,1997
180,141,1998
180,144,1999
180,104,2000
180,40,2001
180,32,2002
180,106,2003
180,115,2004
180,28,2005
180,16,2006
180,85,2007
180,114,2008
180,64,2009
180,24,2010
180,85,2011
180,40,2012
180,90,2013
180,36,2014
180,3,2015
180,97,2016
180,96,2017
180,47,2018
180,19,2019
180,8,2020
180,92,2021
180,110,2022
180,49,2023
180,117,2024
190,39,1997
190,115,1998
190,32,1999
190,3,2000
190,122,2001
190,35,2002
190,93,2003
190,106,2004
190,33,2005
190,22,2006
190,48,2007
190,87,2008
190,56,2009
190,83,2010
190,7,2011
190,79,2012
190,4,2013
190,57,2014
190,145,2015
190,7,2016
190,149,2017
190,117,2018
190,40,2019
190,50,2020
190,130,2021
190,36,2022
190,124,2023
190,42,2024
200,145,1997
200,3,1998
200,83,1999
200,45,2000
200,104,2001
200,78,2002
200,63,2003
200,130,2004
200,87,2005
200,125,2006
200,3,2007
200,33,2008
200,120,2009
200,115,2010
200,96,2011
200,125,2012
200,53,2013
200,131,2014
200,79,2015
200,71,2016
200,99,2017
200,18,2018
200,133,2019
200,149,2020
200,103,2021
200,73,2022
200,148,2023
200,130,2024
210,34,1997
210,14,1998
210,118,1999
210,13,2000
210,21,2001
210,30,2002
210,133,2003
210,133,2004
210,55,2005
210,52,2006
210,13,2007
210,136,2008
210,77,2009
210,42,2010
210,65,2011
210,41,2012
210,79,2013
210,133,2014
210,81,2015
210,44,2016
210,13,2017
210,23,2018
210,17,2019
210,29,2020
210,72,2021
210,106,2022
210,10,2023
210,1,2024
220,10,1997
220,130,1998
220,48,1999
220,7,2000
220,1,2001
220,47,2002
220,149,2003
220,63,2004
220,39,2005
220,2,2006
220,122,2007
220,73,2008
220,128,2009
220,72,2010
220,125,2011
220,74,2012
220,63,2013
220,7,2014
220,75,2015
220,97,2016
220,77,2017
220,87,2018
220,86,2019
220,81,2020
220,45,2021
220,26,2022
220,104,2023
220,76,2024
230,17,1997
230,12,1998
230,147,1999
230,14,2000
230,9,2001
230,17,2002
230,107,2003
230,84,2004
230,29,2005
230,126,2006
230,65,2007
230,23,2008
230,86,2009
230,117,2010
230,130,2011
230,125,2012
230,136,2013
230,97,2014
230,87,2015
230,110,2016
230,67,2017
230,32,2018
230,44,2019
230,66,2020
230,75,2021
230,94,2022
230,136,2023
230,15,2024
240,3,1997
240,146,1998
240,6,1999
240,124,2000
240,88,2001
240,144,2002
240,107,2003
240,12,2004
240,13,2005
240,47,2006
240,33,2007
240,127,2008
240,135,2009
240,133,2010
240,137,2011
240,59,2012
240,124,2013
240,25,2014
240,4,2015
240,53,2016
240,125,2017
240,26,2018
240,82,2019
240,66,2020
240,22,2021
240,111,2022
240,64,2023
240,149,2024
250,90,1997
250,102,1998
250,101,1999
250,89,2000
250,44,2001
250,18,2002
250,6,2003
250,126,2004
250,98,2005
250,104,2006
250,17,2007
250,62,2008
250,42,2009
250,120,2010
250,132,2011
250,67,2012
250,99,2013
250,53,2014
250,111,2015
250,42,2016
250,89,2017
250,112,2018
250,6,2019
250,41,2020
250,21,2021
250,56,2022
250,33,2023
250,71,2024
260,111,1997
260,134,1998
260,76,1999
260,20,2000
260,31,2001
260,11,2002
260,83,2003
260,5,2004
260,68,2005
260,111,2006
260,115,2007
260,124,2008
260,120,2009
260,143,2010
260,109,2011
260,120,2012
260,131,2013
260,83,2014
260,97,2015
260,72,2016
260,34,2017
260,88,2018
260,147,2019
260,90,2020
260,11,2021
260,108,2022
260,81,2023
260,72,2024
270,7,1997
270,91,1998
270,116,1999
270,10,2000
270,37,2001
270,31,2002
270,130,2003
270,53,2004
270,102,2005
270,105,2006
270,86,2007
270,123,2008
270,79,2009
270,80,2010
270,46,2011
270,118,2012
270,128,2013
270,106,2014
270,50,2015
270,77,2016
270,63,2017
270,122,2018
270,144,2019
270,48,2020
270,53,2021
270,55,2022
270,50,2023
270,137,2024
280,145,1997
280,85,1998
280,112,1999
280,79,2000
280,75,2001
280,141,2002
280,147,2003
280,43,2004
280,15,2005
280,138,2006
280,68,2007
280,105,2008
280,135,2009
280,102,2010
280,113,2011
280,145,2012
280,89,2013
280,141,2014
280,86,2015
280,82,2016
280,123,2017
280,37,2018
280,119,2019
280,2,2020
280,27,2021
280,28,2022
280,109,2023
280,123,2024
290,132,1997
290,128,1998
290,8,1999
290,51,2000
290,33,2001
290,70,2002
290,72,2003
290,79,2004
290,37,2005
290,6,2006
290,32,2007
290,84,2008
290,64,2009
290,111,2010
290,31,2011
290,15,2012
290,148,2013
290,1,2014
290,121,2015
290,134,2016
290,12,2017
290,36,2018
290,127,2019
290,122,2020
290,9,2021
290,101,2022
290,9,2023
290,70,2024
300,78,1997
300,80,1998
300,74,1999
300,103,2000
300,57,2001
300,14,2002
300,75,2003
300,58,2004
300,1,2005
300,57,2006
300,78,2007
300,81,2008
300,36,2009
300,21,2010
300,88,2011
300,50,2012
300,32,2013
300,122,2014
300,13,2015
300,83,2016
300,62,2017
300,128,2018
300,103,2019
300,136,2020
300,77,2021
300,134,2022
300,5,2023
300,137,2024
310,33,1997
310,89,1998
310,121,1999
310,125,2000
310,90,2001
310,70,2002
310,35,2003
310,134,2004
310,131,2005
310,82,2006
310,23,2007
310,42,2008
310,41,2009
310,66,2010
310,107,2011
310,150,2012
310,138,2013
310,137,2014
310,147,2015
310,135,2016
310,44,2017
310,75,2018
310,140,2019
310,53,2020
310,52,2021
310,88,2022
310,145,2023
310,86,2024
320,2,1997
320,104,1998
320,91,1999
320,116,2000
320,125,2001
320,19,2002
320,22,2003
320,113,2004
320,106,2005
320,47,2006
320,117,2007
320,60,2008
320,61,2009
320,64,2010
320,67,2011
320,119,2012
320,12,2013
320,146,2014
320,69,2015
320,91,2016
320,112,2017
320,99,2018
320,86,2019
320,141,2020
320,141,2021
320,149,2022
320,67,2023
320,79,2024
330,102,1997
330,112,1998
330,63,1999
330,12,2000
330,136,2001
330,93,2002
330,120,2003
330,26,2004
330,42,2005
330,58,2006
330,131,2007
330,82,2008
330,127,2009
330,101,2010
330,138,2011
330,63,2012
330,117,2013
330,50,2014
330,114,2015
330,116,2016
330,61,2017
330,141,2018
330,49,2019
330,78,2020
330,106,2021
330,91,2022
330,58,2023
330,135,2024
340,142,1997
340,62,1998
340,109,1999
340,68,2000
340,89,2001
340,13,2002
340,24,2003
340,92,2004
340,144,2005
340,25,2006
340,139,2007
340,96,2008
340,123,2009
340,59,2010
340,77,2011
340,143,2012
340,123,2013
340,55,2014
340,49,2015
340,44,2016
340,27,2017
340,66,2018
340,24,2019
340,88,2020
340,127,2021
340,57,2022
340,47,2023
340,53,2024
350,118,1997
350,20,1998
350,11,1999
350,4,2000
350,139,2001
350,55,2002
350,99,2003
350,145,2004
350,103,2005
350,145,2006
350,136,2007
350,21,2008
350,96,2009
350,105,2010
350,67,2011
350,102,2012
350,10,2013
350,118,2014
350,92,2015
350,101,2016
350,98,2017
350,121,2018
350,45,2019
350,18,2020
350,144,2021
350,56,2022
350,118,2023
350,106,2024
360,24,1997
360,109,1998
360,64,1999
360,74,2000
360,134,2001
360,145,2002
360,126,2003
360,114,2004
360,61,2005
360,134,2006
360,45,2007
360,145,2008
360,91,2009
360,145,2010
360,141,2011
360,40,2012
360,8,2013
360,73,2014
360,124,2015
360,2,2016
360,66,2017
360,101,2018
360,92,2019
360,68,2020
360,2,2021
360,56,2022
360,31,2023
360,76,2024
370,135,1997
370,112,1998
370,43,1999
370,42,2000
370,102,2001
370,103,2002
370,30,2003
370,149,2004
370,83,2005
370,17,2006
370,123,2007
370,63,2008
370,13,2009
370,70,2010
370,101,2011
370,95,2012
370,14,2013
370,70,2014
370,60,2015
370,139,2016
370,87,2017
370,80,2018
370,70,2019
370,10,2020
370,58,2021
370,123,2022
370,82,2023
370,87,2024
380,142,1997
380,109,1998
380,61,1999
380,27,2000
380,20,2001
380,16,2002
380,31,2003
380,113,2004
380,19,2005
380,134,2006
380,83,2007
380,61,2008
380,42,2009
380,111,2010
380,82,2011
380,15,2012
380,84,2013
380,95,2014
380,124,2015
380,94,2016
380,44,2017
380,79,2018
380,139,2019
380,39,2020
380,78,2021
380,75,2022
380,46,2023
380,23,2024
390,39,1997
390,86,1998
390,110,1999
390,15,2000
390,77,2001
390,102,2002
390,81,2003
390,139,2004
390,74,2005
390,135,2006
390,74,2007
390,15,2008
390,65,2009
390,94,2010
390,64,2011
390,67,2012
390,149,2013
390,70,2014
390,37,2015
390,112,2016
390,11,2017
390,38,2018
390,117,2019
390,32,2020
390,144,2021
390,117,2022
390,7,2023
390,4,2024
400,60,1997
400,98,1998
400,114,1999
400,54,2000
400,96,2001
400,21,2002
400,150,2003
400,4,2004
400,126,2005
400,76,2006
400,104,2007
400,3,2008
400,21,2009
400,39,2010
400,11,2011
400,126,2012
400,70,2013
400,111,2014
400,109,2015
400,73,2016
400,99,2017
400,148,2018
400,11,2019
400,100,2020
400,150,2021
400,39,2022
400,88,2023
400,1,2024
410,147,1997
410,111,1998
410,105,1999
410,31,2000
410,123,2001
410,91,2002
410,49,2003
410,49,2004
410,100,2005
410,10,2006
410,61,2007
410,38,2008
410,77,2009
410,35,2010
410,67,2011
410,87,2012
410,71,2013
410,87,2014
410,37,2015
410,50,2016
410,43,2017
410,134,2018
410,47,2019
410,12,2020
410,48,2021
410,34,2022
410,145,2023
410,69,2024
420,70,1997
420,27,1998
420,125,1999
420,146,2000
420,70,2001
420,74,2002
420,150,2003
420,67,2004
420,78,2005
420,60,2006
420,46,2007
420,61,2008
420,115,2009
420,3,2010
420,80,2011
420,101,2012
420,58,2013
420,91,2014
420,8,2015
420,127,2016
420,9,2017
420,25,2018
420,49,2019
420,145,2020
420,88,2021
420,14,2022
420,25,2023
420,44,2024
430,121,1997
430,45,1998
430,20,1999
430,138,2000
430,144,2001
430,7,2002
430,47,2003
430,97,2004
430,12,2005
430,64,2006
430,87,2007
430,32,2008
430,38,2009
430,73,2010
430,142,2011
430,14,2012
430,74,2013
430,76,2014
430,65,2015
430,142,2016
430,61,2017
430,1,2018
430,73,2019
430,12,2020
430,9,2021
430,108,2022
430,31,2023
430,148,2024
440,135,1997
440,4,1998
440,74,1999
440,34,2000
440,147,2001
440,129,2002
440,52,2003
440,17,2004
440,137,2005
440,116,2006
440,121,2007
440,144,2008
440,46,2009
440,10,2010
440,118,2011
440,81,2012
440,57,2013
440,120,2014
440,39,2015
440,114,2016
440,130,2017
440,116,2018
440,54,2019
440,20,2020
440,149,2021
440,100,2022
440,140,2023
440,96,2024
450,138,1997
450,54,1998
450,101,1999
450,33,2000
450,22,2001
450,13,2002
450,2,2003
450,150,2004
450,17,2005
450,100,2006
450,130,2007
450,136,2008
450,67,2009
450,68,2010
450,13,2011
450,149,2012
450,77,2013
450,59,2014
450,129,2015
450,70,2016
450,129,2017
450,139,2018
450,113,2019
450,107,2020
450,40,2021
450,5,2022
450,6,2023
450,77,2024
460,135,1997
460,78,1998
460,133,1999
460,116,2000
460,105,2001
460,1,2002
460,70,2003
460,67,2004
460,74,2005
460,118,2006
460,20,2007
460,8,2008
460,38,2009
460,120,2010
460,123,2011
460,122,2012
460,144,2013
460,12,2014
460,20,2015
460,35,2016
460,81,2017
460,6,2018
460,36,2019
460,72,2020
460,45,2021
460,23,2022
460,49,2023
460,35,2024
470,5,1997
470,116,1998
470,46,1999
470,35,2000
470,31,2001
470,93,2002
470,42,2003
470,92,2004
470,12,2005
470,43,2006
470,59,2007
470,63,2008
470,144,2009
470,43,2010
470,140,2011
470,126,2012
470,8,2013
470,1,2014
470,90,2015
470,126,2016
470,1,2017
470,2,2018
470,43,2019
470,117,2020
470,105,2021
470,46,2022
470,55,2023
470,64,2024
480,17,1997
480,74,1998
480,95,1999
480,30,2000
480,56,2001
480,23,2002
480,126,2003
480,99,2004
480,10,2005
480,30,2006
480,145,2007
480,34,2008
480,12,2009
480,47,2010
480,93,2011
480,4,2012
480,53,2013
480,118,2014
480,138,2015
480,13,2016
480,104,2017
480,135,2018
480,50,2019
480,141,2020
480,67,2021
480,4,2022
480,56,2023
480,28,2024
490,146,1997
490,18,1998
490,22,1999
490,1,2000
490,71,2001
490,102,2002
490,76,2003
490,31,2004
490,52,2005
490,128,2006
490,105,2007
490,118,2008
490,136,2009
490,119,2010
490,78,2011
490,29,2012
490,39,2013
490,140,2014
490,106,2015
490,74,2016
490,59,2017
490,40,2018
490,69,2019
490,116,2020
490,92,2021
490,103,2022
490,143,2023
490,19,2024
500,18,1997
500,116,1998
500,39,1999
500,58,2000
500,112,2001
500,90,2002
500,95,2003
500,86,2004
500,13,2005
500,103,2006
500,144,2007
500,26,2008
500,131,2009
500,55,2010
500,81,2011
500,121,2012
500,21,2013
500,16,2014
500,109,2015
500,74,2016
500,138,2017
500,116,2018
500,77,2019
500,136,2020
500,43,2021
500,47,2022
500,38,2023
500,9,2024
510,13,1997
510,18,1998
510,38,1999
510,23,2000
510,81,2001
510,129,2002
510,147,2003
510,54,2004
510,3,2005
510,62,2006
510,50,2007
510,102,2008
510,148,2009
510,148,2010
510,69,2011
510,100,2012
510,102,2013
510,59,2014
510,43,2015
510,85,2016
510,9,2017
510,49,2018
510,23,2019
510,17,2020
510,8,2021
510,132,2022
510,5,2023
510,64,2024
520,145,1997
520,18,1998
520,120,1999
520,5,2000
520,76,2001
520,150,2002
520,87,2003
520,115,2004
520,27,2005
520,63,2006
520,150,2007
520,12,2008
520,46,2009
520,71,2010
520,143,2011
520,43,2012
520,133,2013
520,131,2014
520,139,2015
520,27,2016
520,67,2017
520,129,2018
520,57,2019
520,92,2020
520,90,2021
520,103,2022
520,114,2023
520,73,2024
530,35,1997
530,144,1998
530,44,1999
530,56,2000
530,6,2001
530,121,2002
530,60,2003
530,65,2004
530,137,2005
530,128,2006
530,39,2007
530,10,2008
530,2,2009
530,81,2010
530,49,2011
530,116,2012
530,148,2013
530,60,2014
530,128,2015
530,128,2016
530,71,2017
530,68,2018
530,53,2019
530,150,2020
530,110,2021
530,105,2022
530,61,2023
530,97,2024
540,4,1997
540,58,1998
540,51,1999
540,23,2000
540,53,2001
540,120,2002
540,21,2003
540,133,2004
540,15,2005
540,126,2006
540,41,2007
540,146,2008
540,130,2009
540,142,2010
540,11,2011
540,148,2012
540,87,2013
540,43,2014
540,18,2015
540,5,2016
540,122,2017
540,76,2018
540,52,2019
540,124,2020
540,29,2021
540,139,2022
540,104,2023
540,102,2024
550,42,1997
550,92,1998
550,91,1999
550,25,2000
550,148,2001
550,107,2002
550,25,2003
550,46,2004
550,121,2005
550,65,2006
550,71,2007
550,25,2008
550,22,2009
550,32,2010
550,10,2011
550,40,2012
550,8,2013
550,116,2014
550,58,2015
550,53,2016
550,149,2017
550,131,2018
550,45,2019
550,148,2020
550,76,2021
550,69,2022
550,22,2023
550,114,2024
560,128,1997
560,124,1998
560,88,1999
560,134,2000
560,40,2001
560,22,2002
560,37,2003
560,95,2004
560,79,2005
560,133,2006
560,35,2007
560,37,2008
560,96,2009
560,78,2010
560,50,2011
560,46,2012
560,17,2013
560,33,2014
560,104,2015
560,45,2016
560,85,2017
560,47,2018
560,42,2019
560,79,2020
560,118,2021
560,4,2022
560,78,2023
560,48,2024
570,17,1997
570,94,1998
570,16,1999
570,124,2000
570,130,2001
570,100,2002
570,49,2003
570,120,2004
570,72,2005
570,99,2006
570,143,2007
570,143,2008
570,22,2009
570,40,2010
570,42,2011
570,119,2012
570,57,2013
570,46,2014
570,144,2015
570,123,2016
570,65,2017
570,137,2018
570,96,2019
570,46,2020
570,82,2021
570,8,2022
570,49,2023
570,87,2024
580,49,1997
580,48,1998
580,3,1999
580,32,2000
580,20,2001
580,22,2002
580,150,2003
580,30,2004
580,97,2005
580,42,2006
580,53,2007
580,34,2008
580,122,2009
580,41,2010
580,76,2011
580,94,2012
580,73,2013
580,65,2014
580,53,2015
580,93,2016
580,48,2017
580,141,2018
580,114,2019
580,97,2020
580,126,2021
580,64,2022
580,13,2023
580,102,2024
590,139,1997
590,19,1998
590,30,1999
590,62,2000
590,147,2001
590,143,2002
590,123,2003
590,128,2004
590,49,2005
590,83,2006
590,118,2007
590,86,2008
590,55,2009
590,115,2010
590,119,2011
590,34,2012
590,106,2013
590,137,2014
590,147,2015
590,70,2016
590,127,2017
590,47,2018
590,54,2019
590,31,2020
590,147,2021
590,62,2022
590,30,2023
590,96,2024
600,121,1997
600,92,1998
600,26,1999
600,2,2000
600,74,2001
600,65,2002
600,10,2003
600,150,2004
600,64,2005
600,105,2006
600,65,2007
600,120,2008
600,149,2009
600,62,2010
600,131,2011
600,16,2012
600,56,2013
600,52,2014
600,79,2015
600,108,2016
600,96,2017
600,16,2018
600,75,2019
600,6,2020
600,92,2021
600,126,2022
600,80,2023
600,16,2024
610,94,1997
610,111,1998
610,136,1999
610,23,2000
610,146,2001
610,101,2002
610,140,2003
610,80,2004
610,47,2005
610,33,2006
610,96,2007
610,66,2008
610,8,2009
610,4,2010
610,22,2011
610,138,2012
610,108,2013
610,17,2014
610,125,2015
610,118,2016
610,28,2017
610,21,2018
610,90,2019
610,44,2020
610,23,2021
610,93,2022
610,30,2023
610,91,2024
620,9,1997
620,135,1998
620,146,1999
620,122,2000
620,61,2001
620,91,2002
620,118,2003
620,102,2004
620,77,2005
620,8,2006
620,24,2007
620,34,2008
620,10,2009
620,87,2010
620,6,2011
620,62,2012
620,50,2013
620,35,2014
620,28,2015
620,131,2016
620,57,2017
620,121,2018
620,119,2019
620,63,2020
620,10,2021
620,142,2022
620,38,2023
620,106,2024
630,107,1997
630,150,1998
630,5,1999
630,72,2000
630,81,2001
630,57,2002
630,113,2003
630,135,2004
630,37,2005
630,32,2006
630,15,2007
630,66,2008
630,16,2009
630,28,2010
630,35,2011
630,115,2012
630,127,2013
630,63,2014
630,11,2015
630,21,2016
630,27,2017
630,137,2018
630,38,2019
630,84,2020
630,16,2021
630,150,2022
630,109,2023
630,27,2024
640,30,1997
640,71,1998
640,139,1999
640,57,2000
640,130,2001
640,98,2002
640,113,2003
640,128,2004
640,21,2005
640,145,2006
640,45,2007
640,79,2008
640,42,2009
640,15,2010
640,11,2011
640,106,2012
640,68,2013
640,106,2014
640,21,2015
640,56,2016
640,107,2017
640,20,2018
640,113,2019
640,28,2020
640,42,2021
640,81,2022
640,132,2023
640,60,2024
650,37,1997
650,129,1998
650,56,1999
650,21,2000
650,33,2001
650,143,2002
650,128,2003
650,71,2004
650,132,2005
650,113,2006
650,19,2007
650,65,2008
650,19,2009
650,118,2010
650,139,2011
650,94,2012
650,64,2013
650,113,2014
650,116,2015
650,94,2016
650,10,2017
650,93,2018
650,107,2019
650,71,2020
650,8,2021
650,74,2022
650,15,2023
650,18,2024
660,48,1997
660,84,1998
660,120,1999
660,43,2000
660,100,2001
660,92,2002
660,99,2003
660,128,2004
660,132,2005
660,91,2006
660,84,2007
660,57,2008
660,14,2009
660,16,2010
660,120,2011
660,48,2012
660,74,2013
660,101,2014
660,64,2015
660,40,2016
660,84,2017
660,66,2018
660,51,2019
660,65,2020
660,37,2021
660,37,2022
660,115,2023
660,1,2024
670,101,1997
670,63,1998
670,20,1999
670,40,2000
670,38,2001
670,28,2002
670,117,2003
670,89,2004
670,21,2005
670,11,2006
670,111,2007
670,87,2008
670,84,2009
670,62,2010
670,27,2011
670,49,2012
670,31,2013
670,12,2014
670,133,2015
670,63,2016
670,54,2017
670,67,2018
670,52,2019
670,113,2020
670,133,2021
670,99,2022
670,124,2023
670,65,2024
680,4,1997
680,111,1998
680,56,1999
680,41,2000
680,8,2001
680,120,2002
680,67,2003
680,51,2004
680,90,2005
680,147,2006
680,119,2007
680,111,2008
680,82,2009
680,36,2010
680,105,2011
680,25,2012
680,24,2013
680,68,2014
680,29,2015
680,76,2016
680,118,2017
680,33,2018
680,38,2019
680,57,2020
680,134,2021
680,109,2022
680,1,2023
680,127,2024
690,56,1997
690,16,1998
690,134,1999
690,9,2000
690,7,2001
690,23,2002
690,38,2003
690,87,2004
690,76,2005
690,4,2006
690,82,2007
690,103,2008
690,133,2009
690,59,2010
690,38,2011
690,33,2012
690,35,2013
690,35,2014
690,12,2015
690,145,2016
690,33,2017
690,51,2018
690,21,2019
690,35,2020
690,150,2021
690,136,2022
690,15,2023
690,98,2024
700,6,1997
700,13,1998
700,77,1999
700,97,2000
700,20,2001
700,97,2002
700,29,2003
700,28,2004
700,47,2005
700,31,2006
700,85,2007
700,119,2008
700,108,2009
700,58,2010
700,16,2011
700,34,2012
700,72,2013
700,104,2014
700,4,2015
700,33,2016
700,15,2017
700,136,2018
700,122,2019
700,54,2020
700,4,2021
700,95,2022
700,11,2023
700,51,2024
710,133,1997
710,8,1998
710,46,1999
710,67,2000
710,100,2001
710,60,2002
710,16,2003
710,97,2004
