inv_id,s_id,year
8,1840,2002
8,910,2003
8,2834,2004
8,1749,2005
8,2666,2006
8,2699,2007
8,960,2008
8,2218,2009
8,2609,2010
8,1390,2011
8,1187,2012
8,2842,2013
8,2213,2014
8,986,2015
8,1600,2016
8,1915,2017
8,2244,2018
8,809,2019
8,1822,2020
8,1820,2021
8,1804,2022
8,224,2023
8,2831,2024
9,1863,1997
9,2463,1998
9,1071,1999
9,2732,2000
9,1397,2001
9,1547,2002
9,2246,2003
9,2214,2004
9,1123,2005
9,389,2006
9,2140,2007
9,2469,2008
9,2401,2009
9,2757,2010
9,2131,2011
9,2789,2012
9,1604,2013
9,2346,2014
9,455,2015
9,845,2016
9,1010,2017
9,1504,2018
9,1320,2019
9,1258,2020
9,1213,2021
9,2879,2022
9,1634,2023
9,683,2024
11,1014,1997
11,31,1998
11,651,1999
11,1376,2000
11,1160,2001
11,2600,2002
11,1461,2003
11,1859,2004
11,1444,2005
11,56,2006
11,2236,2007
11,1707,2008
11,15,2009
11,1143,2010
11,1098,2011
11,593,2012
11,144,2013
11,1642,2014
11,370,2015
11,219,2016
11,1948,2017
11,2003,2018
11,1126,2019
11,648,2020
11,1838,2021
11,2666,2022
11,501,2023
11,2155,2024
12,1496,1997
12,667,1998
12,2046,1999
12,1724,2000
12,2068,2001
12,1714,2002
12,2694,2003
12,2194,2004
12,2983,2005
12,440,2006
12,2048,2007
12,527,2008
12,560,2009
12,318,2010
12,1678,2011
12,2795,2012
12,2804,2013
12,548,2014
12,1317,2015
12,2721,2016
12,2859,2017
12,2996,2018
12,1341,2019
12,2435,2020
12,2552,2021
12,958,2022
12,68,2023
12,1737,2024
13,535,1997
13,2696,1998
13,2935,1999
13,471,2000
13,775,2001
13,2057,2002
13,1146,2003
13,1493,2004
13,2866,2005
13,609,2006
13,1701,2007
13,1822,2008
13,1644,2009
13,2947,2010
13,330,2011
13,2819,2012
13,1636,2013
13,1853,2014
13,1307,2015
13,1243,2016
13,384,2017
13,1879,2018
13,1058,2019
13,1282,2020
13,695,2021
13,221,2022
13,1282,2023
13,319,2024
14,2023,1997
14,1139,1998
14,2311,1999
14,1440,2000
14,1387,2001
14,659,2002
14,2494,2003
14,1415,2004
14,1776,2005
14,1921,2006
14,1641,2007
14,1974,2008
14,1663,2009
14,2308,2010
14,2721,2011
14,1930,2012
14,2161,2013
14,71,2014
14,2937,2015
14,1618,2016
14,1655,2017
14,1341,2018
14,1846,2019
14,102,2020
14,2689,2021
14,658,2022
14,1624,2023
14,1401,2024
15,1069,1997
15,1300,1998
15,2741,1999
15,48,2000
15,2947,2001
15,864,2002
15,454,2003
15,2976,2004
15,472,2005
15,2343,2006
15,262,2007
15,886,2008
15,2876,2009
15,556,2010
15,1244,2011
15,1505,2012
15,1954,2013
15,2089,2014
15,2416,2015
15,189,2016
15,1406,2017
15,480,2018
15,1304,2019
15,1990,2020
15,302,2021
15,1071,2022
15,2742,2023
15,2990,2024
16,316,1997
16,2096,1998
16,1852,1999
16,321,2000
16,1145,2001
16,362,2002
16,1060,2003
16,223,2004
16,836,2005
16,1470,2006
16,267,2007
16,750,2008
16,1872,2009
16,1134,2010
16,682,2011
16,1449,2012
16,303,2013
16,2275,2014
16,1237,2015
16,798,2016
16,3000,2017
16,2491,2018
16,2307,2019
16,1772,2020
16,2463,2021
16,505,2022
16,85,2023
16,1866,2024
17,1305,1997
17,1880,1998
17,479,1999
17,2826,2000
17,1314,2001
17,1851,2002
17,2650,2003
17,27,2004
17,2601,2005
17,2926,2006
17,2933,2007
17,2516,2008
17,160,2009
17,2011,2010
17,2616,2011
17,509,2012
17,1633,2013
17,2463,2014
17,1888,2015
17,718,2016
17,2464,2017
17,1145,2018
17,2353,2019
17,14,2020
17,2201,2021
17,369,2022
17,792,2023
17,2078,2024
18,1530,1997
18,578,1998
18,1678,1999
18,1271,2000
18,2043,2001
18,1347,2002
18,1905,2003
18,1861,2004
18,1121,2005
18,2430,2006
18,2639,2007
18,1618,2008
18,1913,2009
18,1485,2010
18,1549,2011
18,1291,2012
18,2455,2013
18,2164,2014
18,1099,2015
18,1587,2016
18,2865,2017
18,1068,2018
18,2283,2019
18,2594,2020
18,2539,2021
18,2025,2022
18,2877,2023
18,1227,2024
19,661,1997
19,73,1998
19,2821,1999
19,840,2000
19,121,2001
19,2073,2002
19,2528,2003
19,2793,2004
19,1849,2005
19,690,2006
19,2438,2007
19,2586,2008
19,204,2009
19,382,2010
19,326,2011
19,1557,2012
19,1004,2013
19,23,2014
19,1017,2015
19,2416,2016
19,937,2017
19,576,2018
19,543,2019
19,239,2020
19,2015,2021
19,304,2022
19,1202,2023
19,1536,2024
21,481,1997
21,1049,1998
21,2757,1999
21,2462,2000
21,1579,2001
21,2468,2002
21,804,2003
21,637,2004
21,2072,2005
21,110,2006
21,2128,2007
21,173,2008
21,2055,2009
21,699,2010
21,2652,2011
21,972,2012
21,2931,2013
21,2639,2014
21,1355,2015
21,1529,2016
21,712,2017
21,1749,2018
21,1792,2019
21,576,2020
21,1502,2021
21,63,2022
21,2610,2023
21,2774,2024
22,2749,1997
22,2393,1998
22,49,1999
22,1538,2000
22,1581,2001
22,1765,2002
22,1427,2003
22,1023,2004
22,2217,2005
22,2707,2006
22,600,2007
22,1372,2008
22,1423,2009
22,2795,2010
22,1636,2011
22,1523,2012
22,2274,2013
22,2888,2014
22,1640,2015
22,453,2016
22,2344,2017
22,1177,2018
22,648,2019
22,1249,2020
22,1594,2021
22,391,2022
22,2028,2023
22,2394,2024
23,1235,1997
23,2991,1998
23,802,1999
23,1837,2000
23,2478,2001
23,582,2002
23,152,2003
23,988,2004
23,194,2005
23,187,2006
23,2455,2007
23,1666,2008
23,2101,2009
23,1995,2010
23,702,2011
23,1984,2012
23,2517,2013
23,1527,2014
23,1446,2015
23,321,2016
23,1994,2017
23,2845,2018
23,584,2019
23,300,2020
23,1399,2021
23,2431,2022
23,2710,2023
23,985,2024
24,896,1997
24,1700,1998
24,1413,1999
24,923,2000
24,1736,2001
24,196,2002
24,2852,2003
24,1970,2004
24,1504,2005
24,271,2006
24,312,2007
24,1071,2008
24,1982,2009
24,2994,2010
24,1538,2011
24,605,2012
24,2512,2013
24,1046,2014
24,1162,2015
24,1297,2016
24,1239,2017
24,2985,2018
24,1868,2019
24,1129,2020
24,2954,2021
24,2719,2022
24,1758,2023
24,600,2024
25,569,1997
25,1539,1998
25,2507,1999
25,754,2000
25,1810,2001
25,595,2002
25,747,2003
25,484,2004
25,228,2005
25,1546,2006
25,1876,2007
25,977,2008
25,1143,2009
25,1898,2010
25,584,2011
25,756,2012
25,284,2013
25,2373,2014
25,131,2015
25,2444,2016
25,1943,2017
25,989,2018
25,1854,2019
25,2092,2020
25,858,2021
25,2719,2022
25,432,2023
25,2628,2024
26,924,1997
26,1262,1998
26,1833,1999
26,437,2000
26,1587,2001
26,2256,2002
26,667,2003
26,84,2004
26,1427,2005
26,280,2006
26,1214,2007
26,956,2008
26,377,2009
26,2672,2010
26,2369,2011
26,2100,2012
26,993,2013
26,2449,2014
26,665,2015
26,2373,2016
26,2754,2017
26,2374,2018
26,2176,2019
26,2300,2020
26,1366,2021
26,1023,2022
26,2294,2023
26,2465,2024
27,2244,1997
27,2241,1998
27,728,1999
27,2566,2000
27,1173,2001
27,50,2002
27,2117,2003
27,1159,2004
27,1167,2005
27,528,2006
27,1690,2007
27,584,2008
27,465,2009
27,2382,2010
27,1733,2011
27,1650,2012
27,2171,2013
27,238,2014
27,1624,2015
27,2868,2016
27,1329,2017
27,1145,2018
27,231,2019
27,2495,2020
27,1793,2021
27,2999,2022
27,2261,2023
27,1721,2024
28,1197,1997
28,1957,1998
28,2439,1999
28,1300,2000
28,1892,2001
28,1985,2002
28,2510,2003
28,539,2004
28,1894,2005
28,1034,2006
28,347,2007
28,649,2008
28,1977,2009
28,512,2010
28,2086,2011
28,2940,2012
28,894,2013
28,232,2014
28,2013,2015
28,2499,2016
28,515,2017
28,611,2018
28,1911,2019
28,1885,2020
28,1599,2021
28,796,2022
28,699,2023
28,2364,2024
29,2414,1997
29,809,1998
29,1579,1999
29,2147,2000
29,2343,2001
29,1239,2002
29,2765,2003
29,365,2004
29,508,2005
29,379,2006
29,1579,2007
29,2006,2008
29,2937,2009
29,1365,2010
29,2315,2011
29,597,2012
29,2988,2013
29,100,2014
29,1623,2015
29,2371,2016
29,561,2017
29,51,2018
29,1598,2019
29,2983,2020
29,2643,2021
29,1645,2022
29,23,2023
29,1981,2024
31,673,1997
31,1924,1998
31,778,1999
31,2121,2000
31,166,2001
31,1826,2002
31,200,2003
31,1560,2004
31,1873,2005
31,500,2006
31,627,2007
31,1447,2008
31,1659,2009
31,2088,2010
31,2181,2011
31,1171,2012
31,694,2013
31,1470,2014
31,1977,2015
31,1800,2016
31,2386,2017
31,1450,2018
31,75,2019
31,1728,2020
31,867,2021
31,1263,2022
31,1392,2023
31,31,2024
32,1414,1997
32,860,1998
32,41,1999
32,1422,2000
32,2682,2001
32,1764,2002
32,2462,2003
32,732,2004
32,2837,2005
32,1281,2006
32,311,2007
32,2878,2008
32,1882,2009
32,1224,2010
32,19,2011
32,2832,2012
32,1832,2013
32,1699,2014
32,1012,2015
32,1999,2016
32,2089,2017
32,2371,2018
32,341,2019
32,2762,2020
32,1440,2021
32,1724,2022
32,1595,2023
32,1252,2024
33,1197,1997
33,1075,1998
33,2548,1999
33,2108,2000
33,2723,2001
33,2222,2002
33,1503,2003
33,60,2004
33,402,2005
33,1719,2006
33,611,2007
33,1759,2008
33,2771,2009
33,675,2010
33,2221,2011
33,2373,2012
33,989,2013
33,1875,2014
33,2583,2015
33,933,2016
33,2045,2017
33,2038,2018
33,1443,2019
33,113,2020
33,644,2021
33,18,2022
33,1779,2023
33,2735,2024
34,553,1997
34,1216,1998
34,1242,1999
34,2792,2000
34,1722,2001
34,265,2002
34,2895,2003
34,1888,2004
34,1252,2005
34,1064,2006
34,2038,2007
34,1621,2008
34,743,2009
34,1839,2010
34,2157,2011
34,701,2012
34,954,2013
34,986,2014
34,184,2015
34,812,2016
34,1755,2017
34,2897,2018
34,2034,2019
34,2398,2020
34,2246,2021
34,1709,2022
34,1875,2023
34,2694,2024
35,938,1997
35,2206,1998
35,2014,1999
35,93,2000
35,2375,2001
35,1788,2002
35,2914,2003
35,1001,2004
35,645,2005
35,2224,2006
35,1602,2007
35,2408,2008
35,725,2009
35,1446,2010
35,102,2011
35,608,2012
35,291,2013
35,1060,2014
35,2558,2015
35,1189,2016
35,1082,2017
35,2409,2018
35,1432,2019
35,734,2020
35,668,2021
35,1924,2022
35,2565,2023
35,262,2024
36,585,1997
36,2529,1998
36,643,1999
36,658,2000
36,1861,2001
36,2622,2002
36,595,2003
36,2173,2004
36,1116,2005
36,2322,2006
36,2595,2007
36,2769,2008
36,1290,2009
36,2917,2010
36,2790,2011
36,178,2012
36,1076,2013
36,347,2014
36,345,2015
36,1495,2016
36,499,2017
36,1996,2018
36,1554,2019
36,1289,2020
36,1940,2021
36,2955,2022
36,105,2023
36,2719,2024
37,1849,1997
37,949,1998
37,1825,1999
37,868,2000
37,536,2001
37,1743,2002
37,1576,2003
37,2910,2004
37,433,2005
37,1387,2006
37,1925,2007
37,1876,2008
37,201,2009
37,2452,2010
37,1366,2011
37,592,2012
37,1440,2013
37,1515,2014
37,2013,2015
37,2945,2016
37,2927,2017
37,1180,2018
37,2722,2019
37,95,2020
37,2477,2021
37,2969,2022
37,1267,2023
37,254,2024
38,1695,1997
38,1435,1998
38,2135,1999
38,587,2000
38,2401,2001
38,1468,2002
38,2366,2003
38,1028,2004
38,2050,2005
38,2158,2006
38,369,2007
38,1518,2008
38,294,2009
38,1765,2010
38,824,2011
38,1651,2012
38,2677,2013
38,1639,2014
38,2890,2015
38,1191,2016
38,247,2017
38,1134,2018
38,152,2019
38,331,2020
38,2933,2021
38,1527,2022
38,682,2023
38,2817,2024
39,1741,1997
39,1878,1998
39,2165,1999
39,1012,2000
39,587,2001
39,916,2002
39,2325,2003
39,2044,2004
39,1937,2005
39,2614,2006
39,137,2007
39,2959,2008
39,2111,2009
39,2470,2010
39,1534,2011
39,532,2012
39,55,2013
39,1299,2014
39,2344,2015
39,2855,2016
39,405,2017
39,1375,2018
39,1794,2019
39,1933,2020
39,1347,2021
39,2147,2022
39,1288,2023
39,36,2024
41,2868,1997
41,368,1998
41,2900,1999
41,2332,2000
41,2111,2001
41,1402,2002
41,2870,2003
41,1555,2004
41,1764,2005
41,1734,2006
41,2596,2007
41,2001,2008
41,2545,2009
41,1687,2010
41,2243,2011
41,2402,2012
41,14,2013
41,2534,2014
41,1660,2015
41,866,2016
41,2200,2017
41,2111,2018
41,2556,2019
41,2846,2020
41,90,2021
41,2020,2022
41,550,2023
41,1496,2024
42,1705,1997
42,2694,1998
42,1658,1999
42,1958,2000
42,2668,2001
42,179,2002
42,1388,2003
42,1575,2004
42,2728,2005
42,365,2006
42,1967,2007
42,1917,2008
42,1281,2009
42,1535,2010
42,266,2011
42,853,2012
42,1813,2013
42,2849,2014
42,2183,2015
42,2816,2016
42,2485,2017
42,2583,2018
42,1797,2019
42,1399,2020
42,1524,2021
42,956,2022
42,2128,2023
42,982,2024
43,2152,1997
43,2187,1998
43,1668,1999
43,928,2000
43,2816,2001
43,1256,2002
43,1963,2003
43,824,2004
43,1692,2005
43,338,2006
43,2825,2007
43,1272,2008
43,2852,2009
43,1578,2010
43,33,2011
43,2407,2012
43,2569,2013
43,2267,2014
43,2840,2015
43,2936,2016
43,1811,2017
43,154,2018
43,1485,2019
43,2326,2020
43,2796,2021
43,1125,2022
43,2676,2023
43,1002,2024
44,636,1997
44,1155,1998
44,1834,1999
44,1022,2000
44,2727,2001
44,2742,2002
44,892,2003
44,363,2004
44,477,2005
44,801,2006
44,2935,2007
44,2956,2008
44,1762,2009
44,1927,2010
44,2000,2011
44,2368,2012
44,1824,2013
44,983,2014
44,2625,2015
44,2032,2016
44,267,2017
44,1649,2018
44,499,2019
44,1419,2020
44,1711,2021
44,2068,2022
44,2880,2023
44,451,2024
45,2383,1997
45,1680,1998
45,813,1999
45,2858,2000
45,423,2001
45,2923,2002
45,873,2003
45,1814,2004
45,2707,2005
45,986,2006
45,2847,2007
45,2043,2008
45,2628,2009
45,845,2010
45,1195,2011
45,876,2012
45,169,2013
45,2730,2014
45,947,2015
45,607,2016
45,650,2017
45,653,2018
45,770,2019
45,803,2020
45,2638,2021
45,1722,2022
45,564,2023
45,2095,2024
46,1662,1997
46,2785,1998
46,2510,1999
46,2166,2000
46,1863,2001
46,371,2002
46,276,2003
46,2446,2004
46,2924,2005
46,546,2006
46,347,2007
46,1124,2008
46,2194,2009
46,1370,2010
46,2787,2011
46,2836,2012
46,2947,2013
46,1882,2014
46,2503,2015
46,1522,2016
46,16,2017
46,2823,2018
46,2287,2019
46,930,2020
46,2899,2021
46,840,2022
46,1827,2023
46,1232,2024
47,1157,1997
47,2835,1998
47,670,1999
47,182,2000
47,1986,2001
47,2496,2002
47,1459,2003
47,592,2004
47,2998,2005
47,823,2006
47,1361,2007
47,1393,2008
47,195,2009
47,2624,2010
47,802,2011
47,2898,2012
47,1261,2013
47,862,2014
47,2055,2015
47,1133,2016
47,1351,2017
47,2783,2018
47,1529,2019
47,94,2020
47,1259,2021
47,1980,2022
47,1055,2023
47,821,2024
48,1267,1997
48,2109,1998
48,2047,1999
48,827,2000
48,2710,2001
48,1479,2002
48,822,2003
48,2494,2004
48,785,2005
48,1187,2006
48,1439,2007
48,2189,2008
48,1842,2009
48,2521,2010
48,1092,2011
48,2939,2012
48,2855,2013
48,1571,2014
48,627,2015
48,1489,2016
48,1357,2017
48,542,2018
48,698,2019
48,375,2020
48,989,2021
48,2377,2022
48,1591,2023
48,2406,2024
49,1275,1997
49,1916,1998
49,2134,1999
49,769,2000
49,2142,2001
49,394,2002
49,881,2003
49,2090,2004
49,1599,2005
49,2208,2006
49,703,2007
49,23,2008
49,776,2009
49,2679,2010
49,1616,2011
49,2313,2012
49,2010,2013
49,949,2014
49,2616,2015
49,2429,2016
49,432,2017
49,2930,2018
49,835,2019
49,933,2020
49,1423,2021
49,1943,2022
49,684,2023
49,1103,2024
51,2293,1997
51,799,1998
51,1415,1999
51,1394,2000
51,984,2001
51,2929,2002
51,1882,2003
51,2162,2004
51,505,2005
51,2026,2006
51,413,2007
51,1934,2008
51,2395,2009
51,1217,2010
51,696,2011
51,1086,2012
51,2836,2013
51,887,2014
51,2825,2015
51,332,2016
51,1899,2017
51,266,2018
51,1576,2019
51,719,2020
51,2829,2021
51,2097,2022
51,748,2023
51,2984,2024
52,2920,1997
52,1676,1998
52,1420,1999
52,2704,2000
52,2737,2001
52,2075,2002
52,1636,2003
52,61,2004
52,1589,2005
52,1644,2006
52,109,2007
52,1398,2008
52,1998,2009
52,1963,2010
52,636,2011
52,702,2012
52,2267,2013
52,2434,2014
52,1015,2015
52,386,2016
52,526,2017
52,1924,2018
52,2649,2019
52,2493,2020
52,2789,2021
52,941,2022
52,418,2023
52,1292,2024
53,2138,1997
53,832,1998
53,2217,1999
53,1483,2000
53,747,2001
53,650,2002
53,1969,2003
53,2516,2004
53,2384,2005
53,2130,2006
53,980,2007
53,206,2008
53,1757,2009
53,476,2010
53,2122,2011
53,295,2012
53,1416,2013
53,2593,2014
53,2874,2015
53,1037,2016
53,419,2017
53,1548,2018
53,407,2019
53,2206,2020
53,8,2021
53,1318,2022
53,1764,2023
53,2553,2024
54,156,1997
54,1516,1998
54,683,1999
54,1039,2000
54,948,2001
54,1747,2002
54,2912,2003
54,672,2004
54,1248,2005
54,1337,2006
54,1404,2007
54,1893,2008
54,1892,2009
54,2282,2010
54,936,2011
54,1980,2012
54,2588,2013
54,797,2014
54,1361,2015
54,1251,2016
54,716,2017
54,2966,2018
54,1660,2019
54,2071,2020
54,676,2021
54,1066,2022
54,1429,2023
54,1208,2024
55,2456,1997
55,1464,1998
55,2176,1999
55,2213,2000
55,2083,2001
55,1836,2002
55,2569,2003
55,1654,2004
55,41,2005
55,1347,2006
55,1694,2007
55,1453,2008
55,1019,2009
55,1788,2010
55,759,2011
55,253,2012
55,2587,2013
55,182,2014
55,2836,2015
55,2705,2016
55,1864,2017
55,1831,2018
55,1042,2019
55,1647,2020
55,316,2021
55,50,2022
55,2217,2023
55,947,2024
56,2914,1997
56,623,1998
56,2060,1999
56,133,2000
56,849,2001
56,1120,2002
56,2430,2003
56,1552,2004
56,2614,2005
56,851,2006
56,2168,2007
56,2028,2008
56,2108,2009
56,892,2010
56,860,2011
56,2508,2012
56,2173,2013
56,1172,2014
56,1733,2015
56,2545,2016
56,1534,2017
56,1826,2018
56,2168,2019
56,1476,2020
56,1360,2021
56,1147,2022
56,2159,2023
56,2711,2024
57,337,1997
57,661,1998
57,492,1999
57,1668,2000
57,831,2001
57,2156,2002
57,1428,2003
57,2013,2004
57,863,2005
57,903,2006
57,1382,2007
57,661,2008
57,1801,2009
57,2536,2010
57,32,2011
57,1935,2012
57,2855,2013
57,1900,2014
57,2780,2015
57,2243,2016
57,1010,2017
57,2771,2018
57,1829,2019
57,2571,2020
57,176,2021
57,2898,2022
57,356,2023
57,353,2024
58,1029,1997
58,1402,1998
58,696,1999
58,2840,2000
58,2177,2001
58,160,2002
58,1464,2003
58,70,2004
58,1454,2005
58,2993,2006
58,99,2007
58,224,2008
58,1617,2009
58,2368,2010
58,954,2011
58,2703,2012
58,719,2013
58,2988,2014
58,417,2015
58,638,2016
58,1209,2017
58,31,2018
58,2213,2019
58,1701,2020
58,2394,2021
58,619,2022
58,2156,2023
58,2946,2024
59,665,1997
59,1621,1998
59,2482,1999
59,2656,2000
59,2338,2001
59,353,2002
59,700,2003
59,1295,2004
59,1105,2005
59,1586,2006
59,1531,2007
59,1662,2008
59,1311,2009
59,2436,2010
59,317,2011
59,1633,2012
59,2572,2013
59,375,2014
59,1216,2015
59,1966,2016
59,2286,2017
59,1465,2018
59,2534,2019
59,2777,2020
59,72,2021
59,1108,2022
59,2268,2023
59,890,2024
61,229,1997
61,1266,1998
61,1540,1999
61,924,2000
61,485,2001
61,2323,2002
61,981,2003
61,703,2004
61,2518,2005
61,2651,2006
61,2872,2007
61,992,2008
61,1422,2009
61,2725,2010
61,1797,2011
61,1086,2012
61,414,2013
61,254,2014
61,1406,2015
61,145,2016
61,927,2017
61,1447,2018
61,173,2019
61,989,2020
61,1255,2021
61,325,2022
61,355,2023
61,1591,2024
62,112,1997
62,992,1998
62,805,1999
62,852,2000
62,2609,2001
62,495,2002
62,1730,2003
62,2202,2004
62,1456,2005
62,1424,2006
62,2603,2007
62,1881,2008
62,2282,2009
62,1857,2010
62,1757,2011
62,85,2012
62,2168,2013
62,2884,2014
62,198,2015
62,701,2016
62,1965,2017
62,1159,2018
62,1196,2019
62,286,2020
62,1704,2021
62,1548,2022
62,268,2023
62,1055,2024
63,8,1997
63,2071,1998
63,88,1999
63,2482,2000
63,429,2001
63,2745,2002
63,945,2003
63,2053,2004
63,2602,2005
63,943,2006
63,1670,2007
63,1682,2008
63,586,2009
63,2958,2010
63,204,2011
63,519,2012
63,2756,2013
63,2854,2014
63,2950,2015
63,1526,2016
63,2998,2017
63,420,2018
63,982,2019
63,2700,2020
63,1532,2021
63,1327,2022
63,1942,2023
63,1830,2024
64,1777,1997
64,1332,1998
64,59,1999
64,584,2000
64,1854,2001
64,894,2002
64,2014,2003
64,320,2004
64,2525,2005
64,1424,2006
64,1067,2007
64,2915,2008
64,2025,2009
64,831,2010
64,2422,2011
64,1320,2012
64,2340,2013
64,266,2014
64,1075,2015
64,1887,2016
64,789,2017
64,2370,2018
64,2303,2019
64,1127,2020
64,1101,2021
64,2070,2022
64,322,2023
64,1704,2024
65,135,1997
65,1923,1998
65,2063,1999
65,2209,2000
65,449,2001
65,1664,2002
65,702,2003
65,1419,2004
65,1429,2005
65,1853,2006
65,1423,2007
65,18,2008
65,2988,2009
65,2812,2010
65,443,2011
65,1073,2012
65,1445,2013
65,2865,2014
65,1283,2015
65,952,2016
65,405,2017
65,172,2018
65,191,2019
65,1507,2020
65,1840,2021
65,417,2022
65,2090,2023
65,6,2024
66,2028,1997
66,2556,1998
66,2234,1999
66,2995,2000
66,1946,2001
66,1402,2002
66,176,2003
66,1745,2004
66,1274,2005
66,2751,2006
66,1143,2007
66,2937,2008
66,943,2009
66,962,2010
66,315,2011
66,1872,2012
66,670,2013
66,2261,2014
66,2708,2015
66,1297,2016
66,2480,2017
66,1521,2018
66,1078,2019
66,976,2020
66,1792,2021
66,337,2022
66,481,2023
66,104,2024
67,60,1997
67,2217,1998
67,121,1999
67,2605,2000
67,2458,2001
67,1325,2002
67,1333,2003
67,1795,2004
67,1469,2005
67,1649,2006
67,113,2007
67,2264,2008
67,2363,2009
67,946,2010
67,1302,2011
67,315,2012
67,37,2013
67,1554,2014
67,2794,2015
67,824,2016
67,781,2017
67,1203,2018
67,599,2019
67,1304,2020
67,1903,2021
67,2038,2022
67,2396,2023
67,697,2024
68,2401,1997
68,2705,1998
68,2422,1999
68,2778,2000
68,1248,2001
68,1586,2002
68,264,2003
68,1649,2004
68,2824,2005
68,782,2006
68,1121,2007
68,460,2008
68,557,2009
68,836,2010
68,629,2011
68,1517,2012
68,1351,2013
68,1763,2014
68,2470,2015
68,10,2016
68,2087,2017
68,712,2018
68,1909,2019
68,2003,2020
68,2072,2021
68,1239,2022
68,1628,2023
68,2249,2024
69,1699,1997
69,415,1998
69,2926,1999
69,2908,2000
69,2455,2001
69,2117,2002
69,703,2003
69,986,2004
69,1509,2005
69,1181,2006
69,2110,2007
69,495,2008
69,1005,2009
69,1641,2010
69,1195,2011
69,1616,2012
69,2838,2013
69,1631,2014
69,1881,2015
69,1861,2016
69,313,2017
69,1872,2018
69,1917,2019
69,1775,2020
69,2816,2021
69,2038,2022
69,1965,2023
69,2679,2024
71,575,1997
71,2699,1998
71,2055,1999
71,2207,2000
71,2821,2001
71,1096,2002
71,1574,2003
71,752,2004
71,2432,2005
71,545,2006
71,1202,2007
71,973,2008
71,1969,2009
71,2756,2010
71,1302,2011
71,1516,2012
71,1432,2013
71,81,2014
71,817,2015
71,1231,2016
71,443,2017
71,1403,2018
71,1625,2019
71,1842,2020
71,1992,2021
71,1836,2022
71,2873,2023
71,1202,2024
72,503,1997
72,1415,1998
72,2261,1999
72,1348,2000
72,385,2001
72,369,2002
72,125,2003
72,2494,2004
72,2609,2005
72,733,2006
72,2489,2007
72,1413,2008
72,485,2009
72,2278,2010
72,2772,2011
72,1113,2012
72,731,2013
72,2858,2014
72,77,2015
72,1301,2016
72,1351,2017
72,2823,2018
72,1636,2019
72,2235,2020
72,2205,2021
72,282,2022
72,2956,2023
72,1943,2024
73,2120,1997
73,1687,1998
73,2529,1999
73,2051,2000
73,2435,2001
73,655,2002
73,507,2003
73,1986,2004
73,1981,2005
73,758,2006
73,1525,2007
73,2119,2008
73,179,2009
73,1755,2010
73,1310,2011
73,2613,2012
73,396,2013
73,2142,2014
73,2811,2015
73,2338,2016
73,557,2017
73,2897,2018
73,2978,2019
73,96,2020
73,1161,2021
73,1054,2022
73,440,2023
