inv_id,inv_name,status,p_id
76,Gravity-defying Rivet A,Using,26
77,Gravity-defying Rivet B,Using,26
78,Whirling Screw A,Using,27
79,Whirling Screw B,Not Using,27
80,Whirling Screw C,Using,27
81,Zippy Screw A,Using,28
82,Smart Screw A,Using,29
83,Smart Screw B,Not Using,29
84,Effortless Screw A,Using,30
85,Fast Clamp A,Using,31
86,Fast Clamp B,Using,31
87,Fast Clamp C,Using,31
88,Cloudless Pin A,Using,32
89,Cloudless Pin B,Not Using,32
90,Cloudless Pin C,Using,32
91,Cloudless Pin D,Using,32
92,Cloudless Pin E,Using,32
93,Spectacular Spacer A,Using,33
94,Spectacular Spacer B,Using,33
95,Spectacular Spacer C,Using,33
96,Spectacular Spacer D,Using,33
97,Sophisticated Spacer A,Not Using,34
98,Sophisticated Spacer B,Using,34
99,Sophisticated Spacer C,Using,34
100,High Spacer A,Using,35
101,Smooth Spacer A,Not Using,36
102,Smooth Spacer B,Using,36
103,Smooth Spacer C,Not Using,36
104,Gliding Spacer A,Using,37
105,Gliding Spacer B,Using,37
106,Gliding Spacer C,Using,37
107,Gliding Spacer D,Not Using,37
108,Gliding Spacer E,Using,37
109,Turbulent Spacer A,Not Using,38
110,Turbulent Spacer B,Using,38
111,Turbulent Spacer C,Using,38
112,Steady Spacer A,Using,39
113,Dynamic Spring A,Not Using,40
114,Dynamic Spring B,Using,40
115,Never-ending Spring A,Using,41
116,Sleek Bushing A,Using,42
117,Sleek Bushing B,Using,42
118,Vibrational Bushing A,Using,43
119,Elevating Bushing A,Using,44
120,Elevating Bushing B,Using,44
121,Elevating Bushing C,Using,44
122,Elevating Bushing D,Using,44
123,Weightless Bushing A,Using,45
124,Weightless Bushing B,Using,45
125,Weightless Bushing C,Using,45
126,Weightless Bushing D,Using,45
127,Weightless Bushing E,Not Using,45
128,Fierce Bushing A,Using,46
129,Iridescent Bushing A,Using,47
130,Iridescent Bushing B,Using,47
131,Iridescent Bushing C,Not Using,47
132,Iridescent Bushing D,Using,47
133,Atmospheric Bushing A,Using,48
134,Atmospheric Bushing B,Using,48
135,Atmospheric Bushing C,Using,48
136,Magnetic Bushing A,Using,49
137,Magnetic Bushing B,Not Using,49
138,Magnetic Bushing C,Using,49
139,Magnetic Bushing D,Not Using,49
140,Maximum Bushing A,Using,50
141,Maximum Bushing B,Using,50
142,Maximum Bushing C,Using,50
143,Maximum Bushing D,Using,50
144,Maximum Bushing E,Using,50
145,Sleek Retainer A,Using,51
146,Sleek Retainer B,Using,51
147,Sleek Retainer C,Using,51
148,Sleek Retainer D,Using,51
149,Sleek Retainer E,Not Using,51
150,Powerful Retainer A,Using,52
151,Powerful Retainer B,Not Using,52
152,Powerful Retainer C,Using,52
153,Powerful Retainer D,Using,52
154,Invincible Retainer A,Using,53
155,Colossal Retainer A,Using,54
156,Colossal Retainer B,Using,54
157,Colossal Retainer C,Not Using,54
158,Miraculous Retainer A,Using,55
159,Miraculous Retainer B,Using,55
160,Miraculous Retainer C,Using,55
161,Miraculous Retainer D,Using,55
162,Miraculous Retainer E,Using,55
163,Swift Retainer A,Not Using,56
164,Swift Retainer B,Using,56
165,Swift Retainer C,Using,56
166,Swift Retainer D,Using,56
167,Balletic O-ring A,Not Using,57
168,Balletic O-ring B,Using,57
169,Balletic O-ring C,Using,57
170,Balletic O-ring D,Using,57
171,Balletic O-ring E,Using,57
172,Winding O-ring A,Using,58
173,Colossal O-ring A,Not Using,59
174,Whirling O-ring A,Using,60
175,Bright Seal A,Using,61
176,Bright Seal B,Using,61
177,Bright Seal C,Using,61
178,Elevating Seal A,Using,62
179,Maneuverable Seal A,Not Using,63
180,Maneuverable Seal B,Using,63
181,Maneuverable Seal C,Not Using,63
182,Effortless Seal A,Using,64
183,Effortless Seal B,Using,64
184,Effortless Seal C,Using,64
185,Effortless Seal D,Using,64
186,Whirling Gasket A,Using,65
187,Whirling Gasket B,Using,65
188,Whirling Gasket C,Using,65
189,Elevated Gasket A,Using,66
190,Elevated Gasket B,Using,66
191,Elevated Gasket C,Not Using,66
192,Lightweight Gasket A,Using,67
193,Lightweight Gasket B,Not Using,67
194,Lightweight Gasket C,Using,67
195,Lightweight Gasket D,Using,67
196,Miraculous Gasket A,Using,68
197,Steady Gasket A,Not Using,69
198,Steady Gasket B,Using,69
199,Smart Gasket A,Not Using,70
200,Smart Gasket B,Using,70
201,Defiant Gasket A,Using,71
202,Defiant Gasket B,Using,71
203,Defiant Gasket C,Using,71
204,Defiant Gasket D,Using,71
205,Defiant Gasket E,Using,71
206,Optimized Clip A,Using,72
207,Optimized Clip B,Using,72
208,Optimized Clip C,Using,72
209,Skyward Clip A,Using,73
210,Skyward Clip B,Using,73
211,Skyward Clip C,Not Using,73
212,Skyward Clip D,Using,73
213,Zealous Bracket A,Using,74
214,Zealous Bracket B,Using,74
215,Zealous Bracket C,Using,74
216,Zealous Bracket D,Using,74
217,On-the-go Bracket A,Using,75
218,On-the-go Bracket B,Using,75
219,On-the-go Bracket C,Using,75
220,On-the-go Bracket D,Using,75
221,On-the-go Bracket E,Using,75
222,Balanced Bracket A,Using,76
223,Colossal Bracket A,Not Using,77
224,Colossal Bracket B,Using,77
225,Whirling Bracket A,Using,78
226,Whirling Bracket B,Using,78
227,Mighty Bracket A,Not Using,79
228,Mighty Bracket B,Using,79
229,Optimized Bracket A,Not Using,80
230,Agile Bracket A,Using,81
231,Agile Bracket B,Using,81
232,Agile Bracket C,Using,81
233,Agile Bracket D,Not Using,81
234,Expansive Hinge A,Using,82
235,Expansive Hinge B,Using,82
236,Expansive Hinge C,Using,82
237,Expansive Hinge D,Using,82
238,Weightless Hinge A,Using,83
239,Weightless Hinge B,Not Using,83
240,Explosive Hinge A,Using,84
241,Explosive Hinge B,Not Using,84
242,Explosive Hinge C,Using,84
243,Buoyant Hinge A,Using,85
244,Buoyant Hinge B,Using,85
245,Swift-moving Hinge A,Using,86
246,Swift-moving Hinge B,Using,86
247,Swift-moving Hinge C,Using,86
248,Swift-moving Hinge D,Using,86
249,Sailing Hinge A,Using,87
250,Sailing Hinge B,Using,87
251,Sailing Hinge C,Not Using,87
252,Sailing Hinge D,Using,87
253,Controlled Hinge A,Using,88
254,Controlled Hinge B,Using,88
255,Controlled Hinge C,Using,88
256,Controlled Hinge D,Using,88
257,Gliding Hinge A,Not Using,89
258,Gliding Hinge B,Using,89
259,Gliding Hinge C,Using,89
260,Panoramic Hinge A,Using,90
261,Panoramic Hinge B,Using,90
262,Panoramic Hinge C,Using,90
263,Panoramic Hinge D,Not Using,90
264,Panoramic Hinge E,Using,90
265,Airborne Hinge A,Using,91
266,Airborne Hinge B,Using,91
267,Airborne Hinge C,Using,91
268,Airborne Hinge D,Using,91
269,Airborne Hinge E,Not Using,91
270,Gliding Latch A,Using,92
271,Gliding Latch B,Not Using,92
272,Gliding Latch C,Using,92
273,Wanderlust Latch A,Using,93
274,Wanderlust Latch B,Using,93
275,Atmospheric Latch A,Using,94
276,Atmospheric Latch B,Using,94
277,Atmospheric Latch C,Not Using,94
278,Stabilized Latch A,Using,95
279,Stabilized Latch B,Using,95
280,Stabilized Latch C,Using,95
281,Never-ending Fastener A,Not Using,96
282,Floating Fastener A,Using,97
283,Floating Fastener B,Not Using,97
284,Floating Fastener C,Using,97
285,Floating Fastener D,Using,97
286,Floating Fastener E,Using,97
287,Evolving Fastener A,Using,98
288,Evolving Fastener B,Using,98
289,Elevated Fastener A,Using,99
290,Elevated Fastener B,Using,99
291,Elevated Fastener C,Using,99
292,Elevated Fastener D,Using,99
293,Elevated Fastener E,Not Using,99
294,Hover Fastener A,Using,100
295,Hover Fastener B,Using,100
296,Aerial Fastener A,Using,101
297,Aerial Fastener B,Using,101
298,Aerial Fastener C,Using,101
299,Lightweight Fastener A,Using,102
300,Lightweight Fastener B,Using,102
301,Lightweight Fastener C,Using,102
302,Lightweight Fastener D,Using,102
303,Lightweight Fastener E,Using,102
304,Sublime Connector A,Using,103
305,Robust Connector A,Using,104
306,Gliding Coupling A,Using,105
307,Gliding Coupling B,Not Using,105
308,Gliding Coupling C,Using,105
309,Gliding Coupling D,Using,105
310,Limitless Valve A,Using,106
311,Limitless Valve B,Not Using,106
312,Migratory Valve A,Using,107
313,Migratory Valve B,Not Using,107
314,Migratory Valve C,Using,107
315,Vast Valve A,Using,108
316,Vast Valve B,Using,108
317,Vast Valve C,Not Using,108
318,Vast Valve D,Using,108
319,Vast Valve E,Using,108
320,Elastic Valve A,Using,109
321,Elastic Valve B,Using,109
322,Endless Valve A,Using,110
323,Endless Valve B,Using,110
324,Endless Valve C,Using,110
325,Vigorous Valve A,Using,111
326,Vigorous Valve B,Using,111
327,Vigorous Valve C,Using,111
328,Vigorous Valve D,Using,111
329,Sleek Valve A,Using,112
330,Precise Valve A,Using,113
331,Precise Valve B,Not Using,113
332,Altitudinal Valve A,Using,114
333,Altitudinal Valve B,Using,114
334,Altitudinal Valve C,Using,114
335,Overhead Valve A,Using,115
336,Overhead Valve B,Using,115
337,Overhead Valve C,Not Using,115
338,Overhead Valve D,Using,115
339,Overhead Valve E,Using,115
340,Independent Pump A,Using,116
341,Wavy Pump A,Using,117
342,Wavy Pump B,Using,117
343,Wavy Pump C,Using,117
344,Wavy Pump D,Using,117
345,Wavy Pump E,Using,117
346,Flow Pump A,Using,118
347,Flow Pump B,Not Using,118
348,Flow Pump C,Using,118
349,Flow Pump D,Not Using,118
350,High Pump A,Using,119
351,Calm Pump A,Using,120
352,Calm Pump B,Using,120
353,Far-reaching Pump A,Not Using,121
354,Far-reaching Pump B,Using,121
355,Far-reaching Pump C,Using,121
356,Far-reaching Pump D,Using,121
357,Spectacular Bearing A,Using,122
358,Spectacular Bearing B,Using,122
359,Rugged Gear A,Not Using,123
360,Rugged Gear B,Using,123
361,Rugged Gear C,Using,123
362,Eager Gear A,Using,124
363,Eager Gear B,Using,124
364,Eager Gear C,Using,124
365,Swift-moving Gear A,Using,125
366,Swift-moving Gear B,Using,125
367,Swift-moving Gear C,Not Using,125
368,Flightworthy Gear A,Using,126
369,Flightworthy Gear B,Using,126
370,Flightworthy Gear C,Using,126
371,Flightworthy Gear D,Using,126
372,Flightworthy Gear E,Using,126
373,Balanced Gear A,Not Using,127
374,Balanced Gear B,Using,127
375,Balanced Gear C,Using,127
376,Balanced Gear D,Using,127
377,Choppy Gear A,Using,128
378,Choppy Gear B,Using,128
379,Convectional Gear A,Not Using,129
380,Convectional Gear B,Using,129
381,Convectional Gear C,Using,129
382,Luxurious Gear A,Using,130
383,Luxurious Gear B,Not Using,130
384,Luxurious Gear C,Using,130
385,Buoyant Gear A,Using,131
386,Buoyant Gear B,Using,131
387,Vertical Gear A,Using,132
388,Vertical Gear B,Using,132
389,Hovering Shaft A,Not Using,133
390,Hovering Shaft B,Using,133
391,Invisible Shaft A,Using,134
392,Winging Shaft A,Using,135
393,Winging Shaft B,Using,135
394,Winging Shaft C,Using,135
395,Placid Shaft A,Using,136
396,Placid Shaft B,Using,136
397,Immense Shaft A,Not Using,137
398,Immense Shaft B,Using,137
399,Immense Shaft C,Using,137
400,Round-the-clock Shaft A,Using,138
401,Round-the-clock Shaft B,Not Using,138
402,Round-the-clock Shaft C,Using,138
403,Round-the-clock Shaft D,Using,138
404,Vertical Actuator A,Using,139
405,Vertical Actuator B,Using,139
406,Vertical Actuator C,Using,139
407,Vertical Actuator D,Using,139
408,Fluent Actuator A,Using,140
409,Fluent Actuator B,Not Using,140
410,Fluent Actuator C,Using,140
411,Fluent Actuator D,Using,140
412,Fluent Actuator E,Using,140
413,Convectional Actuator A,Using,141
414,Convectional Actuator B,Using,141
415,Convectional Actuator C,Using,141
416,Steady Actuator A,Using,142
417,Steady Actuator B,Using,142
418,Miraculous Actuator A,Using,143
419,Miraculous Actuator B,Not Using,143
420,Miraculous Actuator C,Using,143
421,Miraculous Actuator D,Not Using,143
422,Maximum Actuator A,Using,144
423,Maximum Actuator B,Using,144
424,Navigational Actuator A,Using,145
425,Navigational Actuator B,Using,145
426,Navigational Actuator C,Using,145
427,Navigational Actuator D,Using,145
428,Choppy Actuator A,Using,146
429,Choppy Actuator B,Using,146
430,Swift Servo A,Using,147
431,Swift Servo B,Not Using,147
432,Swift Servo C,Using,147
433,Sonic Servo A,Not Using,148
434,Sonic Servo B,Using,148
435,Sonic Servo C,Using,148
436,Fast Servo A,Using,149
437,Fast Servo B,Using,149
438,Fast Servo C,Using,149
439,Fast Servo D,Not Using,149
440,Fast Servo E,Using,149
441,Vertical Servo A,Using,150
442,Vertical Servo B,Using,150
443,Vertical Servo C,Not Using,150
444,Aerodynamic Servo A,Using,151
445,Aerodynamic Servo B,Using,151
446,Pressurized Motor A,Using,152
447,Pressurized Motor B,Using,152
448,Pressurized Motor C,Using,152
449,Pressurized Motor D,Not Using,152
450,Robust Motor A,Using,153
451,Robust Motor B,Using,153
452,Gravitational Motor A,Using,154
453,Gravitational Motor B,Using,154
454,Gravitational Motor C,Using,154
455,Gravitational Motor D,Using,154
456,Sophisticated Motor A,Using,155
457,Sophisticated Motor B,Not Using,155
458,Sophisticated Motor C,Using,155
459,Accelerating Motor A,Using,156
460,Accelerating Motor B,Using,156
461,Balletic Motor A,Not Using,157
462,Balletic Motor B,Using,157
463,Balletic Motor C,Not Using,157
464,Breezy Motor A,Using,158
465,Breezy Motor B,Using,158
466,Breezy Motor C,Using,158
467,Breezy Motor D,Not Using,158
468,Harmonious Motor A,Using,159
469,Harmonious Motor B,Using,159
470,Harmonious Motor C,Using,159
471,Harmonious Motor D,Using,159
472,Winding Motor A,Using,160
473,Winding Motor B,Using,160
474,Winding Motor C,Using,160
475,Winding Motor D,Using,160
476,Winding Motor E,Using,160
477,Hovering Motor A,Using,161
478,Hovering Motor B,Using,161
479,Hovering Motor C,Not Using,161
480,Unstoppable Sensor A,Using,162
481,Unstoppable Sensor B,Using,162
482,Unstoppable Sensor C,Using,162
483,Optimized Sensor A,Using,163
484,Optimized Sensor B,Using,163
485,Optimized Sensor C,Using,163
486,Snappy Sensor A,Using,164
487,Snappy Sensor B,Not Using,164
488,Snappy Sensor C,Using,164
489,Snappy Sensor D,Using,164
490,Snappy Sensor E,Using,164
491,Speedy Sensor A,Not Using,165
492,Speedy Sensor B,Using,165
493,Speedy Sensor C,Using,165
494,Speedy Sensor D,Using,165
495,Ample Relay A,Using,166
496,Ample Relay B,Using,166
497,Ample Relay C,Using,166
498,Rising Relay A,Using,167
499,Rising Relay B,Not Using,167
500,Buoyant Relay A,Using,168
501,Buoyant Relay B,Using,168
502,Buoyant Relay C,Using,168
503,Mighty Relay A,Not Using,169
504,Mighty Relay B,Using,169
505,Mighty Relay C,Using,169
506,Impulsive Switch A,Using,170
507,Impulsive Switch B,Using,170
508,Crisp Switch A,Using,171
509,Crisp Switch B,Not Using,171
510,Crisp Switch C,Using,171
511,Autonomous Diode A,Using,172
512,Autonomous Diode B,Using,172
513,Airy Diode A,Using,173
514,Turbulent Diode A,Using,174
515,Turbulent Diode B,Using,174
516,Turbulent Diode C,Using,174
517,Zero-gravity Diode A,Using,175
518,Zero-gravity Diode B,Using,175
519,Fast Diode A,Using,176
520,Fast Diode B,Using,176
521,Fast Diode C,Not Using,176
522,Fast Diode D,Using,176
523,Eager Diode A,Not Using,177
524,Eager Diode B,Using,177
525,Eager Diode C,Using,177
526,Eager Diode D,Using,177
527,Agile Diode A,Using,178
528,Agile Diode B,Using,178
529,Agile Diode C,Using,178
530,Agile Diode D,Using,178
531,Slippery Diode A,Using,179
532,Slippery Diode B,Using,179
533,Slippery Diode C,Using,179
534,Smart Diode A,Using,180
535,Smart Diode B,Using,180
536,Smart Diode C,Using,180
537,Smart Diode D,Using,180
538,Smart Diode E,Using,180
539,Melodic Resistor A,Using,181
540,Melodic Resistor B,Using,181
541,Streamlined Capacitor A,Not Using,182
542,Streamlined Capacitor B,Using,182
543,Streamlined Capacitor C,Using,182
544,Streamlined Capacitor D,Using,182
545,Streamlined Capacitor E,Using,182
546,Stable Capacitor A,Using,183
547,Stable Capacitor B,Not Using,183
548,Independent Capacitor A,Using,184
549,Nomadic Capacitor A,Using,185
550,Nomadic Capacitor B,Using,185
551,Nomadic Capacitor C,Using,185
552,Eager Capacitor A,Using,186
553,Eager Capacitor B,Using,186
554,Eager Capacitor C,Using,186
555,Eager Capacitor D,Using,186
556,Turbulent Transformer A,Using,187
557,Turbulent Transformer B,Not Using,187
558,Turbulent Transformer C,Using,187
559,Lightweight Transformer A,Using,188
560,Lightweight Transformer B,Using,188
561,Lightweight Transformer C,Using,188
562,Lightweight Transformer D,Using,188
563,Sufficient Transformer A,Not Using,189
564,Sufficient Transformer B,Using,189
565,Weightless Rectifier A,Using,190
566,Weightless Rectifier B,Using,190
567,Weightless Rectifier C,Using,190
568,Weightless Rectifier D,Using,190
569,Cloudless Rectifier A,Not Using,191
570,Cloudless Rectifier B,Using,191
571,Cloudless Rectifier C,Not Using,191
572,Cloudless Rectifier D,Using,191
573,Windborne Rectifier A,Using,192
574,Windborne Rectifier B,Using,192
575,Windborne Rectifier C,Using,192
576,Windborne Rectifier D,Using,192
577,Windborne Rectifier E,Not Using,192
578,Buoyant Rectifier A,Using,193
579,Buoyant Rectifier B,Using,193
580,Buoyant Rectifier C,Using,193
581,Buoyant Rectifier D,Using,193
582,Overpowered Rectifier A,Using,194
583,Overpowered Rectifier B,Using,194
584,Overpowered Rectifier C,Using,194
585,Powerful Rectifier A,Using,195
586,Innovative Rectifier A,Using,196
587,Innovative Rectifier B,Not Using,196
588,Sonic-speed Inverter A,Using,197
589,Sonic-speed Inverter B,Using,197
590,Sonic-speed Inverter C,Using,197
591,Lightweight Inverter A,Using,198
592,Lightweight Inverter B,Using,198
593,Lightweight Inverter C,Not Using,198
594,Whirling Inverter A,Using,199
595,Whirling Inverter B,Using,199
596,Whirling Inverter C,Using,199
597,Whirling Inverter D,Using,199
598,Whirling Inverter E,Using,199
599,Migratory Inverter A,Not Using,200
600,Migratory Inverter B,Using,200
601,Migratory Inverter C,Not Using,200
602,Luxurious Transistor A,Using,201
603,Luxurious Transistor B,Using,201
604,Luxurious Transistor C,Using,201
605,Luxurious Transistor D,Using,201
606,Luxurious Transistor E,Using,201
607,Fluent Transistor A,Not Using,202
608,Fluent Transistor B,Using,202
609,Fluent Transistor C,Using,202
610,Fluent Transistor D,Using,202
611,Navigational Transistor A,Using,203
612,Cloudless Transistor A,Using,204
613,Cloudless Transistor B,Not Using,204
614,Propulsive Transistor A,Using,205
615,Propulsive Transistor B,Using,205
616,Propulsive Transistor C,Using,205
617,Flightworthy Transistor A,Not Using,206
618,Flightworthy Transistor B,Using,206
619,Flightworthy Transistor C,Not Using,206
620,Flightworthy Transistor D,Using,206
621,Flightworthy Transistor E,Using,206
622,Soaring Transistor A,Using,207
623,Soaring Transistor B,Using,207
624,Vortex Circuit A,Using,208
625,Lofty Circuit A,Using,209
626,Lofty Circuit B,Using,209
627,Endless Circuit A,Using,210
628,Stable Circuit A,Using,211
629,Stable Circuit B,Using,211
630,Stable Circuit C,Using,211
631,Stable Circuit D,Not Using,211
632,Stable Circuit E,Using,211
633,Climbing Circuit A,Using,212
634,Climbing Circuit B,Using,212
635,Agile Circuit A,Using,213
636,Agile Circuit B,Using,213
637,Agile Circuit C,Using,213
638,Agile Circuit D,Using,213
639,Agile Circuit E,Using,213
640,Hover Circuit A,Using,214
641,Perpetual Circuit A,Not Using,215
642,Flying Module A,Using,216
643,Flying Module B,Not Using,216
644,Flying Module C,Using,216
645,Flying Module D,Using,216
646,Vigorous Module A,Using,217
647,Vigorous Module B,Not Using,217
648,Melodic Module A,Using,218
649,Melodic Module B,Using,218
650,Fast Module A,Using,219
651,Fast Module B,Using,219
652,Fast Module C,Using,219
653,Fast Module D,Not Using,219
654,Fast Module E,Using,219
655,Sleek Board A,Using,220
656,Sleek Board B,Using,220
657,Sleek Board C,Using,220
658,Sleek Board D,Using,220
659,Sleek Board E,Not Using,220
660,High Board A,Using,221
661,High Board B,Not Using,221
662,Sleek Board A,Using,222
663,Expansive Board A,Using,223
664,Expansive Board B,Using,223
665,Navigational Board A,Using,224
666,Navigational Board B,Using,224
667,Rugged Board A,Using,225
668,Rugged Board B,Using,225
669,Rugged Board C,Using,225
670,Rugged Board D,Using,225
671,Vigorous Board A,Using,226
672,Vigorous Board B,Using,226
673,Apt Board A,Not Using,227
674,Apt Board B,Using,227
675,Apt Board C,Using,227
676,Apt Board D,Using,227
677,Apt Board E,Not Using,227
678,Cloudless Board A,Using,228
679,Cloudless Board B,Using,228
680,Far-reaching Panel A,Using,229
681,Far-reaching Panel B,Using,229
682,Fierce Panel A,Using,230
683,Fierce Panel B,Not Using,230
684,Soaring Panel A,Using,231
685,Soaring Panel B,Using,231
686,Dynamic Panel A,Using,232
687,Dynamic Panel B,Using,232
688,Sonic-speed Panel A,Using,233
689,Sonic-speed Panel B,Using,233
690,Sonic-speed Panel C,Using,233
691,Sonic-speed Panel D,Not Using,233
692,Sonic-speed Panel E,Using,233
693,Cloudless Panel A,Using,234
694,Cloudless Panel B,Using,234
695,Cloudless Panel C,Using,234
696,Cloudless Panel D,Using,234
697,Steady Panel A,Using,235
698,Steady Panel B,Using,235
699,Steady Panel C,Using,235
700,Sonic-speed Display A,Using,236
701,Flexible Display A,Not Using,237
702,Flexible Display B,Using,237
703,Flexible Display C,Using,237
704,Maneuverable Display A,Using,238
705,Slim Display A,Using,239
706,Slim Display B,Using,239
707,Slim Display C,Using,239
708,Slim Display D,Using,239
709,Slim Display E,Not Using,239
710,Flying Display A,Using,240
711,Flying Display B,Using,240
712,Superb Display A,Using,241
713,Superb Display B,Using,241
714,Panoramic Display A,Using,242
715,Panoramic Display B,Using,242
716,Wind-assisted Display A,Using,243
717,Efficient Display A,Using,244
718,Efficient Display B,Using,244
719,Efficient Display C,Not Using,244
720,Efficient Display D,Using,244
721,Efficient Display E,Using,244
722,Balletic Display A,Using,245
723,Balletic Display B,Using,245
724,Never-ending Screen A,Using,246
725,Never-ending Screen B,Using,246
726,Stealthy Screen A,Using,247
727,Stealthy Screen B,Not Using,247
728,Winging Screen A,Using,248
729,Rugged Screen A,Using,249
730,Rugged Screen B,Using,249
731,Rugged Screen C,Using,249
732,Iridescent Screen A,Using,250
733,Iridescent Screen B,Not Using,250
734,Iridescent Screen C,Using,250
735,Iridescent Screen D,Using,250
736,Slim Screen A,Using,251
737,Slim Screen B,Using,251
738,Powerful Screen A,Using,252
739,Powerful Screen B,Not Using,252
740,Powerful Screen C,Using,252
741,Defiant Monitor A,Using,253
742,Defiant Monitor B,Using,253
743,Defiant Monitor C,Not Using,253
744,Colossal Monitor A,Using,254
745,Colossal Monitor B,Using,254
746,Eager Monitor A,Using,255
747,Winging Monitor A,Using,256
748,Bumpy Monitor A,Using,257
749,Maneuverable Monitor A,Using,258
750,Maneuverable Monitor B,Using,258
751,Windborne Indicator A,Not Using,259
752,Windborne Indicator B,Using,259
753,Windborne Indicator C,Using,259
754,Placid Indicator A,Using,260
755,Placid Indicator B,Using,260
756,Placid Indicator C,Using,260
757,Placid Indicator D,Not Using,260
758,Lofty Indicator A,Using,261
759,Active Indicator A,Using,262
760,Active Indicator B,Using,262
761,Gravitational Indicator A,Not Using,263
762,Gravitational Indicator B,Using,263
763,Agile Indicator A,Using,264
764,Slim Indicator A,Using,265
765,Slim Indicator B,Using,265
766,Slim Indicator C,Using,265
767,Slim Indicator D,Using,265
768,Slim Indicator E,Using,265
769,Cruising Indicator A,Not Using,266
770,Cruising Indicator B,Using,266
771,Cruising Indicator C,Using,266
772,Cruising Indicator D,Using,266
773,Perpetual Gauge A,Not Using,267
774,High-flying Gauge A,Using,268
775,High-flying Gauge B,Using,268
776,High-flying Gauge C,Using,268
777,High-flying Gauge D,Using,268
778,High-flying Gauge E,Using,268
779,Vigilant Gauge A,Using,269
780,Vigilant Gauge B,Using,269
781,Vigilant Gauge C,Using,269
782,Zealous Gauge A,Using,270
783,Zealous Gauge B,Using,270
784,Magnetic Gauge A,Using,271
785,Magnetic Gauge B,Using,271
786,Magnetic Gauge C,Using,271
787,Magnetic Gauge D,Not Using,271
788,Balletic Gauge A,Using,272
789,Balletic Gauge B,Using,272
790,Balletic Gauge C,Using,272
791,Balletic Gauge D,Using,272
792,Balletic Gauge E,Using,272
793,Spectacular Gauge A,Using,273
794,Spectacular Gauge B,Using,273
795,Spectacular Gauge C,Using,273
796,Hover Gauge A,Using,274
797,Hover Gauge B,Not Using,274
798,Unyielding Meter A,Using,275
799,Unyielding Meter B,Using,275
800,Smart Meter A,Using,276
801,Smart Meter B,Using,276
802,Swift-moving Meter A,Using,277
803,Autonomous Fuse A,Using,278
804,Autonomous Fuse B,Using,278
805,Flying Fuse A,Using,279
806,Flying Fuse B,Using,279
807,Flying Fuse C,Using,279
808,Flying Fuse D,Using,279
809,Flying Fuse E,Not Using,279
810,Feather-light Fuse A,Using,280
811,Vortex Fuse A,Not Using,281
812,Calm Fuse A,Using,282
813,Calm Fuse B,Using,282
814,Calm Fuse C,Using,282
815,Maximum Fuse A,Using,283
816,Dynamic Breaker A,Using,284
817,Dynamic Breaker B,Using,284
818,Sleek Breaker A,Using,285
